,country,description,points,price,variety
60440,Italy,"Fattoria Scopone's 2004 Riserva opens with charred aromas of campfire, liquid smoke and barbecue sauce. The fresh fruit notes tend to be on the ripe side: think mature cherry and strawberry. In the mouth, however, this well-crafted wine is smooth, silky and long lasting.",90,55.0,Sangiovese Grosso
100673,Italy,"Lean, sharp and herbal, this is a true apéritif wine that whets the appetite. A slight sour-cream note on the palate is offset by a tangy citrus-laden finish that blends in some cinnamon-spiced pear flavors.",84,19.0,Cortese
36384,US,"For eight bucks you get a rich, creamy taste of pineapples, green apples and cinnamon spice. Not quite sweet, not quite dry, but balanced with crisp acidity. A bargain.",85,8.0,Chardonnay
80261,US,"There is no lack of oak barrel scents and accents here—chocolate and toast, layered around light strawberry fruit.",85,14.0,Merlot
74984,France,"Fresh, crisp and fruity, this is a good light rosé that could be a fine alternative to a red wine for a turkey or ham dinner. The finish is clean, round and flavored with red berry fruits.",84,9.0,Cinsault
80057,Italy,"Morellino di Scansano is known in Italy as an informal, fruit-forward wine that washes down beautifully with heaping plates of pasta and home cooked meals. This expression follows squarely in that tradition and offers perky aromas of cherry cola, spice, blackberry and dried Mediterranean herbs.",87,25.0,Sangiovese
42909,US,"Cola-like in flavor, with earthier notes of tobacco and leather. Drinks pretty lean, and the tannins are strong. Finshes with a bitterness of acids and tannins.",84,20.0,Pinot Noir
69173,US,"The winery identifies this as “the best barrels from our best lots.” Supple and streaked with chocolate and caramel, this explosion of cherry, cassis, cola and Dr. Pepper contains sneaky notes of tobacco and pepper threaded through the lingering finish. Richness and depth prevail throughout.",93,55.0,Pinot Noir
11727,US,"I have seldom tasted a Dry Creek Valley Cabernet (the appellation, not the winery) that didn't have a woolly edge to it. This wine is an excellent example. It's briary, with pushy tannins and the succulent flavor of wild blackberries. Oak adds a sheen of vanilla and smoke.",90,21.0,Cabernet Sauvignon
15835,Italy,"This riserva opens with a textured, granular mouthfeel that is packed tight with leather, tobacco, dried berry and cola flavors. The close is fresh and menthol-driven.",93,58.0,Sangiovese Grosso
71136,US,"From Bacio Divino, this Sangiovese-based blend is curiously soft. While it has forward cherry, cocoa and spice flavors, it simply lacks structural integrity.The alcohol is evident on the warm, dry finish.",84,32.0,Red Blend
92684,US,"Massive, opulent, oozing in pineapple créme brulée, honey, buttered toast and cinnamon spice flavors. Totally decadent, and fortunately set off with brisk, citrusy acidity. Calling all lobsters, and don't forget the drawn butter. Sheer hedonism in a glass, at a fantastic price.",95,26.0,Chardonnay
86896,US,"Light berry fruit, alcohol around 13%, a pale color, and plenty of acidity characterize this Pinot Noir. Still tightly wound, it may add some flesh with further bottle age. The aromas hint at tomato leaf, and the wine fades gently.",87,30.0,Pinot Noir
8309,US,"Another successful 2011 from this winery, in fact the best of their six new Pinots. Shows the brilliant acidity and light, delicate texture of the coast, with the concentrated fruit, cola and spice flavors this esteemed vineyard is noted for. Highly complex and dry, it's delicious to drink now, and should age well for a good six years.",94,54.0,Pinot Noir
74547,US,"Tastes as heavy and sugary sweet as cherry pie filling without the crust, lacking structural integrity and dryness. Does not help the reputation of the vineyard.",83,60.0,Pinot Noir
98252,US,"The '04 Reserve Cab Franc was a very good wine. This one is much different, rustic and simple, with stewed cherry flavors and a bitter finish. Okay for everyday fare.",84,10.0,Cabernet Franc
52325,US,"Quite tart when it hits the lips, this is nonetheless a dense, flavorful Pinot Gris, tasting of grapefruit, sour orange, apple and green banana. It shows lots of juice and powers through the mid-palate into a fruit-driven finish.",90,19.0,Pinot Gris
5985,Italy,"Violet, plum, leather and baking spice aromas merge on this easygoing red. The no-fuss palate offers black cherry, star anise and a hint of clove alongside polished but rather fleeting tannins. Drink soon.",87,21.0,Red Blend
14268,US,"Bone dry, but sharp and harsh in texture, with some minty flavors next to the black cherries. Okay for an everyday sipper with casual foods.",84,10.0,Cabernet Sauvignon
98181,France,"This is a well-structured juicy, fruity wine. Aromas of redcurrants, and flavors of fresh black fruits, are balanced by firm, dry tannins and some acidity.",83,6.0,Cabernet Sauvignon
78884,US,"Plum and black cherry fruit flavors are at the core of this warmly generous wine, a round mouthful of fruit and sweet baking spices.",88,12.0,Cabernet Sauvignon
79352,US,"This is quite flavorful, with apples, pears and peaches equally in the mix. The fruit is front and center, and the wine has unusual polish for its price. It keeps coming on through a surprisingly long finish, with nicely structured skin and rind flavors wrapping up the finish.",88,10.0,White Blend
77378,Italy,"Malpelo is a ramato-style Pinot Grigio (which means it sports a copperish color) with a cool glass closure that has done a good job of locking in the wine's fresh fragrances of citrus, rose, peach and white spice. Pair this wine with tuna steak or raw salmon tartar.",88,27.0,Pinot Grigio
46469,Italy,"Here's a winery founded at the start of the 1900s that has morphed over the decades to enthusiastically embrace modern use of oak. In fact, the wood here is almost too much of a good thing with carpentry and cedar notes that mask much of the cherry fruit. In the mouth, it has a chewy texture, smoke favors and a spice-driven finish.",88,60.0,"Corvina, Rondinella, Molinara"
103520,US,A berry scented wine that's loaded with fresh mint aromas and accented by toasty oak.  The tannins are ripe and soft; the acidity bright.,85,17.0,Cabernet Franc
95465,Spain,"Black as night, with chunky, sweet, candied aromas as well as notes of bacon, shoe polish and cough medicine. This is a classic modern-styled wine with intense roasted berry, herb and exotic spice flavors. Licorine, prune, coffee and oak emerge on the broad finish. Very ripe yet it does a good job of straddling the line between big and overripe.",89,16.0,Red Blend
70314,US,"Made from four Rhône varieties dominated by Mourvèdre and Syrah, but this blend is solidly warm-climate California. Bursts with jammy cherry, blackberry and spice flavors that finish a little sweet and simple.",84,26.0,Rhône-style Red Blend
44698,France,"This contains a fairly high proportion (10–15%) of Viognier, but still seems more tightly packed than Faury's 100% Syrah Saint-Joseph. It's riper, with more cherry-berry fruit and less meatiness, but still has great floral aromas and hints of pepper on the finish. Drink now–2015.",91,47.0,Syrah
64338,Italy,"Here's an elegant expression of Cabernet Sauvignon with smooth aromas of wild berries and cherry that are seamlessly integrated with light shadings of spice and toast. The wine is crisp and generous on the palate and delivers a smooth, but determined texture.",90,30.0,Cabernet Sauvignon
62431,US,"Apparently made from Bordeaux varieties, this wine is crisp and overtly sweet. It has simple, jammy flavors of pineapples, lemons and limes.",84,34.0,White Blend
67463,Spain,"Serious, stately Rioja with key aromas of prune, blackberry and leather. Snappy enough on the palate, with plenty of pop as well as pure berry flavors, smooth tannins, zest and dry vanilla. Some might call it a bit acidic and traditional, but with food it'll do great. Drink now through 2016. Only 250 cases made.",91,80.0,Tempranillo
92575,US,"Ouch. Tough, extremely dry, and acidic-tannic, this wine isn't showing much charm now. There's a suggestion of blackberry, bitter cherry and blueberry fruit, as well as lots of smoky oak. Nowhere near ready, and hard to predict. Try after 2008.",84,26.0,Petite Sirah
78780,France,"Talcum powder, orange peel and a bit of fresh-cut grass make for a pleasant bouquet. Quite forward and fully charged on the palate; there's melon, apple and lemon as well as some softer peach flavors. Good and lively. Imported by Vineyard Brands.",89,26.0,Sauvignon Blanc
3786,US,"Merlot and Cabernet Franc make up the majority of this blend. The aromas of dried herbs, pencil lead, cherry and spice are subdued while the palate brings a somewhat elegant style, with the tannins seeming a bit bunched up.",88,27.0,Bordeaux-style Red Blend
61917,France,"Starts off with melon and a touch of almond character, then adds brighter pineapple notes that turn tart and metallic on the finish, a poignant counter to the wine's breadth on the palate.",84,11.0,Rhône-style White Blend
65854,US,"Relatively low in alcohol (12.2% is the listing), this is thin on fruit but does offer soft flavors of yeasty bread dough, along with some stemmy tannins.",82,24.0,Pinot Noir
93145,US,"The '04 was so much better, maybe because of vintage or sourcing differences. This is sharp in green, minty tastes, and the cherry and cola flavors finish simple and thin. Earns an extra point for a rich spiciness.",83,30.0,Pinot Noir
74706,Italy,"This blend of Cabernet, Merlot and Syrah has a lot of heat and power locked within, recognized by slightly cooked or jammy fruit notes. But you'll also get very pleasant, warm tones of soft leather and sweet pipe tobacco.",87,28.0,Red Blend
40114,US,"Made from 100% Cabernet, this wine is very extracted and jammy, in the modern style of extreme ripeness and fruit-forwardness. Sweet oak, 70% of it new, adds layers of cream, vanilla and buttered toast. Appeals now for its juicy, New World style.",90,85.0,Cabernet Sauvignon
